fecha_registro_utc,id_replica,corrida,variante,es_prueba,segmento,fecha_inicio,fecha_fin,n_periodos,periodos_por_anio,moneda,rendimiento_total,cagr,vol_anual,sharpe,sortino,mdd,calmar,sharpe_periodo,asimetria,curtosis,psr,exposicion_media,tiempo_invertido,rotacion_anual,costo_anual,n_cambios_senal,cagr_activo_sin_costos,cagr_efectivo,comision_por_lado,spread_por_lado,cortes,huella_datos,fuente_datos,parametros_json,nota
2026-09-25T06:21:57.343535Z,R06,7fc15887cc,sma50_L1,1,completo,1928-09-29,2026-07-31,25624,252,USD,424.1801042406255,0.06381861262635402,0.105930171039237,0.3293234098506615,0.4644232105807575,-0.5083058018981024,0.12555161162442807,0.020745424842301168,-0.0921719451517481,20.056530164992356,0.9995404695644898,0.6517717764595692,0.6517717764595692,14.55521352213578,0.049487725975262395,1424,0.09877942360836123,0.03194585194992183,0.0029,0.0005,2015-10-31,a167a7fa2e659d4e,French daily CRSP 202607 sha256 1916d331c2c5,"{""comision_por_lado"": 0.0029, ""cortes"": [""2015-10-31""], ""efectivo_en_mxn"": false, ""exposicion_inicial"": 0.0, ""exposicion_max"": 1.0, ""exposicion_min"": 0.0, ""extras"": [""sub""], ""fx"": false, ""max_dias_fx"": 10, ""min_historia"": 672, ""periodos_por_anio"": 252, ""permitir_capturas"": false, ""rebalanceo_con_deriva"": true, ""segmentos"": [""dentro_muestra"", ""fuera_muestra""], ""senal"": ""filtro_sma50_rez0_vixNone_peso1.0_bandaNone"", ""spread_por_lado"": 0.0005, ""usuario"": {""L"": 1, ""costos"": ""defecto"", ""financiamiento"": ""(L-1)*RF"", ""gasto_anual"": 0.009, ""rezago"": 0, ""subyacente"": ""French Mkt-RF+RF"", ""ventana"": 50}, ""variante"": ""sma50_L1""}",A principal
2026-09-25T06:21:57.343535Z,R06,7fc15887cc,sma50_L1,1,dentro_muestra,1928-09-29,2015-10-30,22923,252,USD,284.7816143525438,0.06709584966538396,0.1053405668289087,0.3469100609654129,0.49262853430118847,-0.4737252105890928,0.14163453446344573,0.021853279729065193,0.01164104280372251,21.558362420991028,0.9995250431413977,0.6427605461763295,0.6427605461763295,14.411568208256043,0.04899933190807124,1255,0.0931581295015329,0.033104445660384174,0.0029,0.0005,2015-10-31,a167a7fa2e659d4e,French daily CRSP 202607 sha256 1916d331c2c5,"{""comision_por_lado"": 0.0029, ""cortes"": [""2015-10-31""], ""efectivo_en_mxn"": false, ""exposicion_inicial"": 0.0, ""exposicion_max"": 1.0, ""exposicion_min"": 0.0, ""extras"": [""sub""], ""fx"": false, ""max_dias_fx"": 10, ""min_historia"": 672, ""periodos_por_anio"": 252, ""permitir_capturas"": false, ""rebalanceo_con_deriva"": true, ""segmentos"": [""dentro_muestra"", ""fuera_muestra""], ""senal"": ""filtro_sma50_rez0_vixNone_peso1.0_bandaNone"", ""spread_por_lado"": 0.0005, ""usuario"": {""L"": 1, ""costos"": ""defecto"", ""financiamiento"": ""(L-1)*RF"", ""gasto_anual"": 0.009, ""rezago"": 0, ""subyacente"": ""French Mkt-RF+RF"", ""ventana"": 50}, ""variante"": ""sma50_L1""}",A principal
2026-09-25T06:21:57.343535Z,R06,7fc15887cc,sma50_L1,1,fuera_muestra,2015-10-30,2026-07-31,2701,252,USD,0.4877797691915875,0.037642634984037304,0.11081852979607089,0.18774623677330302,0.25183282320943645,-0.29082511171648184,0.12943392254494918,0.011826901240247845,-0.8470699212908167,9.446494266580578,0.7295322834389675,0.7282487967419474,0.7282487967419474,15.718678380443087,0.05344350649350647,169,0.1453877646268369,0.02260949941024326,0.0029,0.0005,2015-10-31,a167a7fa2e659d4e,French daily CRSP 202607 sha256 1916d331c2c5,"{""comision_por_lado"": 0.0029, ""cortes"": [""2015-10-31""], ""efectivo_en_mxn"": false, ""exposicion_inicial"": 0.0, ""exposicion_max"": 1.0, ""exposicion_min"": 0.0, ""extras"": [""sub""], ""fx"": false, ""max_dias_fx"": 10, ""min_historia"": 672, ""periodos_por_anio"": 252, ""permitir_capturas"": false, ""rebalanceo_con_deriva"": true, ""segmentos"": [""dentro_muestra"", ""fuera_muestra""], ""senal"": ""filtro_sma50_rez0_vixNone_peso1.0_bandaNone"", ""spread_por_lado"": 0.0005, ""usuario"": {""L"": 1, ""costos"": ""defecto"", ""financiamiento"": ""(L-1)*RF"", ""gasto_anual"": 0.009, ""rezago"": 0, ""subyacente"": ""French Mkt-RF+RF"", ""ventana"": 50}, ""variante"": ""sma50_L1""}",A principal
2026-09-25T06:21:57.743824Z,R06,429fdc32b2,sma50_L2,1,completo,1928-09-29,2026-07-31,25624,252,USD,191755.96848592558,0.132392253531318,0.21104776511804696,0.5292933596357253,0.7523388727768413,-0.6860917179499708,0.19296582376318952,0.03334234762366672,-0.09148207502163866,20.38888565342953,0.9999999466106979,0.6517717764595692,0.6517717764595692,14.55521352213578,0.049487725975262395,1424,0.12377028449323602,0.03194585194992183,0.0029,0.0005,2015-10-31,300a19978ac2f280,French daily CRSP 202607 sha256 1916d331c2c5,"{""comision_por_lado"": 0.0029, ""cortes"": [""2015-10-31""], ""efectivo_en_mxn"": false, ""exposicion_inicial"": 0.0, ""exposicion_max"": 1.0, ""exposicion_min"": 0.0, ""extras"": [""sub""], ""fx"": false, ""max_dias_fx"": 10, ""min_historia"": 672, ""periodos_por_anio"": 252, ""permitir_capturas"": false, ""rebalanceo_con_deriva"": true, ""segmentos"": [""dentro_muestra"", ""fuera_muestra""], ""senal"": ""filtro_sma50_rez0_vixNone_peso1.0_bandaNone"", ""spread_por_lado"": 0.0005, ""usuario"": {""L"": 2, ""costos"": ""defecto"", ""financiamiento"": ""(L-1)*RF"", ""gasto_anual"": 0.009, ""rezago"": 0, ""subyacente"": ""French Mkt-RF+RF"", ""ventana"": 50}, ""variante"": ""sma50_L2""}",A principal
2026-09-25T06:21:57.743824Z,R06,429fdc32b2,sma50_L2,1,dentro_muestra,1928-09-29,2015-10-30,22923,252,USD,75878.71257593868,0.137732203717428,0.20989409618448027,0.545158925120553,0.7803610153800516,-0.6860917179499708,0.2007489671045283,0.03434178430657776,0.014740628039339884,21.914070277764147,0.9999998918176984,0.6427605461763295,0.6427605461763295,14.411568208256043,0.04899933190807124,1255,0.11145234962071049,0.033104445660384174,0.0029,0.0005,2015-10-31,300a19978ac2f280,French daily CRSP 202607 sha256 1916d331c2c5,"{""comision_por_lado"": 0.0029, ""cortes"": [""2015-10-31""], ""efectivo_en_mxn"": false, ""exposicion_inicial"": 0.0, ""exposicion_max"": 1.0, ""exposicion_min"": 0.0, ""extras"": [""sub""], ""fx"": false, ""max_dias_fx"": 10, ""min_historia"": 672, ""periodos_por_anio"": 252, ""permitir_capturas"": false, ""rebalanceo_con_deriva"": true, ""segmentos"": [""dentro_muestra"", ""fuera_muestra""], ""senal"": ""filtro_sma50_rez0_vixNone_peso1.0_bandaNone"", ""spread_por_lado"": 0.0005, ""usuario"": {""L"": 2, ""costos"": ""defecto"", ""financiamiento"": ""(L-1)*RF"", ""gasto_anual"": 0.009, ""rezago"": 0, ""subyacente"": ""French Mkt-RF+RF"", ""ventana"": 50}, ""variante"": ""sma50_L2""}",A principal
2026-09-25T06:21:57.743824Z,R06,429fdc32b2,sma50_L2,1,fuera_muestra,2015-10-30,2026-07-31,2701,252,USD,1.52711774960955,0.09005438934493437,0.22062685764295997,0.40167805855805433,0.5426458299307463,-0.46293948579775857,0.19452734559841772,0.025303339287044084,-0.8661691972600591,9.590300001159287,0.9031567228713393,0.7282487967419474,0.7282487967419474,15.718678380443087,0.05344350649350647,169,0.22870523069235227,0.02260949941024326,0.0029,0.0005,2015-10-31,300a19978ac2f280,French daily CRSP 202607 sha256 1916d331c2c5,"{""comision_por_lado"": 0.0029, ""cortes"": [""2015-10-31""], ""efectivo_en_mxn"": false, ""exposicion_inicial"": 0.0, ""exposicion_max"": 1.0, ""exposicion_min"": 0.0, ""extras"": [""sub""], ""fx"": false, ""max_dias_fx"": 10, ""min_historia"": 672, ""periodos_por_anio"": 252, ""permitir_capturas"": false, ""rebalanceo_con_deriva"": true, ""segmentos"": [""dentro_muestra"", ""fuera_muestra""], ""senal"": ""filtro_sma50_rez0_vixNone_peso1.0_bandaNone"", ""spread_por_lado"": 0.0005, ""usuario"": {""L"": 2, ""costos"": ""defecto"", ""financiamiento"": ""(L-1)*RF"", ""gasto_anual"": 0.009, ""rezago"": 0, ""subyacente"": ""French Mkt-RF+RF"", ""ventana"": 50}, ""variante"": ""sma50_L2""}",A principal
2026-09-25T06:21:58.153291Z,R06,0f87bf5d45,sma50_L3,1,completo,1928-09-29,2026-07-31,25624,252,USD,49007966.133983955,0.19840873944778092,0.3164144166293284,0.6137793238814638,0.8751788657725671,-0.8287087523972875,0.23941914318368718,0.03866446311580288,-0.08994322208257756,20.446696209515558,0.9999999996272224,0.6517717764595692,0.6517717764595692,14.55521352213578,0.049487725975262395,1424,0.12314764861108829,0.03194585194992183,0.0029,0.0005,2015-10-31,836796f46c98baaa,French daily CRSP 202607 sha256 1916d331c2c5,"{""comision_por_lado"": 0.0029, ""cortes"": [""2015-10-31""], ""efectivo_en_mxn"": false, ""exposicion_inicial"": 0.0, ""exposicion_max"": 1.0, ""exposicion_min"": 0.0, ""extras"": [""sub""], ""fx"": false, ""max_dias_fx"": 10, ""min_historia"": 672, ""periodos_por_anio"": 252, ""permitir_capturas"": false, ""rebalanceo_con_deriva"": true, ""segmentos"": [""dentro_muestra"", ""fuera_muestra""], ""senal"": ""filtro_sma50_rez0_vixNone_peso1.0_bandaNone"", ""spread_por_lado"": 0.0005, ""usuario"": {""L"": 3, ""costos"": ""defecto"", ""financiamiento"": ""(L-1)*RF"", ""gasto_anual"": 0.009, ""rezago"": 0, ""subyacente"": ""French Mkt-RF+RF"", ""ventana"": 50}, ""variante"": ""sma50_L3""}",A principal
2026-09-25T06:21:58.153291Z,R06,0f87bf5d45,sma50_L3,1,dentro_muestra,1928-09-29,2015-10-30,22923,252,USD,12161676.608515115,0.20603318095572742,0.31469364545985107,0.6288049690182045,0.9029492820772295,-0.8287087523972875,0.2486195305162579,0.03961098979009152,0.01691705808247938,21.975841539959454,0.9999999988465402,0.6427605461763295,0.6427605461763295,14.411568208256043,0.04899933190807124,1255,0.1047380446656545,0.033104445660384174,0.0029,0.0005,2015-10-31,836796f46c98baaa,French daily CRSP 202607 sha256 1916d331c2c5,"{""comision_por_lado"": 0.0029, ""cortes"": [""2015-10-31""], ""efectivo_en_mxn"": false, ""exposicion_inicial"": 0.0, ""exposicion_max"": 1.0, ""exposicion_min"": 0.0, ""extras"": [""sub""], ""fx"": false, ""max_dias_fx"": 10, ""min_historia"": 672, ""periodos_por_anio"": 252, ""permitir_capturas"": false, ""rebalanceo_con_deriva"": true, ""segmentos"": [""dentro_muestra"", ""fuera_muestra""], ""senal"": ""filtro_sma50_rez0_vixNone_peso1.0_bandaNone"", ""spread_por_lado"": 0.0005, ""usuario"": {""L"": 3, ""costos"": ""defecto"", ""financiamiento"": ""(L-1)*RF"", ""gasto_anual"": 0.009, ""rezago"": 0, ""subyacente"": ""French Mkt-RF+RF"", ""ventana"": 50}, ""variante"": ""sma50_L3""}",A principal
2026-09-25T06:21:58.153291Z,R06,0f87bf5d45,sma50_L3,1,fuera_muestra,2015-10-30,2026-07-31,2701,252,USD,3.02970451212017,0.13840401523157086,0.3307084583208175,0.49299218467420947,0.6680180511004519,-0.6030779091089475,0.22949607860129367,0.031055588546342532,-0.8699676484022193,9.614579012896808,0.9441638172570127,0.7282487967419474,0.7282487967419474,15.718678380443087,0.05344350649350647,169,0.2840201347445914,0.02260949941024326,0.0029,0.0005,2015-10-31,836796f46c98baaa,French daily CRSP 202607 sha256 1916d331c2c5,"{""comision_por_lado"": 0.0029, ""cortes"": [""2015-10-31""], ""efectivo_en_mxn"": false, ""exposicion_inicial"": 0.0, ""exposicion_max"": 1.0, ""exposicion_min"": 0.0, ""extras"": [""sub""], ""fx"": false, ""max_dias_fx"": 10, ""min_historia"": 672, ""periodos_por_anio"": 252, ""permitir_capturas"": false, ""rebalanceo_con_deriva"": true, ""segmentos"": [""dentro_muestra"", ""fuera_muestra""], ""senal"": ""filtro_sma50_rez0_vixNone_peso1.0_bandaNone"", ""spread_por_lado"": 0.0005, ""usuario"": {""L"": 3, ""costos"": ""defecto"", ""financiamiento"": ""(L-1)*RF"", ""gasto_anual"": 0.009, ""rezago"": 0, ""subyacente"": ""French Mkt-RF+RF"", ""ventana"": 50}, ""variante"": ""sma50_L3""}",A principal
2026-09-25T06:21:58.647438Z,R06,039c03e804,sma100_L1,1,completo,1928-09-29,2026-07-31,25624,252,USD,1511.8978739966324,0.0777101467913246,0.10837382188605933,0.4394771573839517,0.6181473795202969,-0.5045433331333873,0.1540207583533369,0.027684458698369753,-0.15904907049379274,20.867981923407754,0.9999949125451024,0.682953481111458,0.682953481111458,9.761396709016623,0.03318874881065693,955,0.09877942360836123,0.03194585194992183,0.0029,0.0005,2015-10-31,a167a7fa2e659d4e,French daily CRSP 202607 sha256 1916d331c2c5,"{""comision_por_lado"": 0.0029, ""cortes"": [""2015-10-31""], ""efectivo_en_mxn"": false, ""exposicion_inicial"": 0.0, ""exposicion_max"": 1.0, ""exposicion_min"": 0.0, ""extras"": [""sub""], ""fx"": false, ""max_dias_fx"": 10, ""min_historia"": 672, ""periodos_por_anio"": 252, ""permitir_capturas"": false, ""rebalanceo_con_deriva"": true, ""segmentos"": [""dentro_muestra"", ""fuera_muestra""], ""senal"": ""filtro_sma100_rez0_vixNone_peso1.0_bandaNone"", ""spread_por_lado"": 0.0005, ""usuario"": {""L"": 1, ""costos"": ""defecto"", ""financiamiento"": ""(L-1)*RF"", ""gasto_anual"": 0.009, ""rezago"": 0, ""subyacente"": ""French Mkt-RF+RF"", ""ventana"": 100}, ""variante"": ""sma100_L1""}",A principal
